Unnamed: 0,text,sentiment,label,cleaned_text
2183,"kya tum bat devta ko call ho aur sarvottam abandon ko chhor dete ho
",positive,2,kya tum bat devta ko call ho aur sarvottam abandon ko chhor dete ho
2184,"ismen to sha hi nahin ki kingship heavens v life ki hukoomat allah hi ke lie as hai vahi  jise chahe  death hai aur  jise chahe  marta hai aur tum logon ka allah ke siva n koee supporter hai n madadgar
",negative,0,ismen to sha hi nahin ki kingship heavens v life ki hukoomat allah hi ke lie as hai vahi jise chahe death hai aur jise chahe marta hai aur tum logon ka allah ke siva n koee supporter hai n madadgar
2185,"aur jhoothlaya un logon ne bhi jo unse pahle the. aur jo kuchh hamne unhen diya tha ye to uske dasven bhag ko bhi nahin pahunche hai. to unhonne mere rasoolon ko jhuthlaya. to phir kaisi rahi meri yatna!
",negative,0,aur jhoothlaya un logon ne bhi jo unse pahle the aur jo kuchh hamne unhen diya tha ye to uske dasven bhag ko bhi nahin pahunche hai to unhonne mere rasoolon ko jhuthlaya to phir kaisi rahi meri yatna
2186,"iska arth tha lagabhag 180 lakh tan ki atirikat kshamta isse san 1980-85 men kul additional capacity 430 lakh ho jayegi
",neutral,1,iska arth tha lagabhag lakh tan ki atirikat kshamta isse san men kul additional capacity lakh ho jayegi
2187,"housing issues ke bare men aapki kaunsil ke decisions on housing honge aur kaunsil aapke samne adhik javab deh hogi
",neutral,1,housing issues ke bare men aapki kaunsil ke decisions on housing honge aur kaunsil aapke samne adhik javab deh hogi
2188,"kha jaega, yah uske karan hai jo tere hands have forwarded bheja tha aur islie ki allah bandon par tanik bhi zulm karnevala nahin
",positive,2,kha jaega yah uske karan hai jo tere hands have forwarded bheja tha aur islie ki allah bandon par tanik bhi zulm karnevala nahin
2189,"ganga vally prnali bharat ki sabse bari vally prnali hai.
",neutral,1,ganga vally prnali bharat ki sabse bari vally prnali hai
2190,"iske tin regional headquarters, mumbai, chennee aur port blair men hain.
",neutral,1,iske tin regional headquarters mumbai chennee aur port blair men hain
2191,"aur unki bhi yahi halat thi ki unke pas koee rasool n aaya magar un logon ne uski hnsi zarur uraee
",negative,0,aur unki bhi yahi halat thi ki unke pas koee rasool n aaya magar un logon ne uski hnsi zarur uraee
2192,"to  unko  punishment warning aur dreadful kaisa tha
",negative,0,to unko punishment warning aur dreadful kaisa tha
2193,"ve १८९५ men higher studies prapt karne ke lie inglaind geen aur paaee ke wrote poetry bhi likhti rahin.
",neutral,1,ve men higher studies prapt karne ke lie inglaind geen aur paaee ke wrote poetry bhi likhti rahin
2194,"unke lie kam se kam 12 months ki avdhi ke lie aur adhikatam 60 months ki avdhi ke lie public deposits ko svikkarnvikaran karne ki anumti hai.
",positive,2,unke lie kam se kam months ki avdhi ke lie aur adhikatam months ki avdhi ke lie public deposits ko svikkarnvikaran karne ki anumti hai
2195,"vo taiwan vale babies jitne good the
",positive,2,vo taiwan vale babies jitne good the
2196,"other only sirph socialist ka only hai.
",neutral,1,other only sirph socialist ka only hai
2197,"vo standing hain , unke rockports joote ek-doosre se thore door , par zamin par achchhi tarah jame hue
",neutral,1,vo standing hain unke rockports joote ekdoosre se thore door par zamin par achchhi tarah jame hue
2198,"ve saph soch aur prshasan ko uddeshypoorn kam men lagae rakhne vali mahil hain
",positive,2,ve saph soch aur prshasan ko uddeshypoorn kam men lagae rakhne vali mahil hain
2199,"sabhi data aapke sync passphrase ke sath enkript kiya jaega
",neutral,1,sabhi data aapke sync passphrase ke sath enkript kiya jaega
2200,"ata jab free ho to parishram men lag jao ,
",positive,2,ata jab free ho to parishram men lag jao
2201,"cap ko is tarah create gaya hai ki yah garbhashay ke opening ko is tarah bnd kar deta hai ki hava bhi bhitar nahin ja sakti.
",positive,2,cap ko is tarah create gaya hai ki yah garbhashay ke opening ko is tarah bnd kar deta hai ki hava bhi bhitar nahin ja sakti
2202,"to kabhi kabhi aap morula kahta hoon,
",neutral,1,to kabhi kabhi aap morula kahta hoon
2203,"nahi, yah pheenal nahin hai ham aage ja sakte hai
",neutral,1,nahi yah pheenal nahin hai ham aage ja sakte hai
2204,"ve tumhare samne smen khaenge taki tum unse razi ho transgressing , kintu yadi tum unse razi bhi ho ge to allah aese logo se kadapi razi n hoga , jo avajnjakari hai
",neutral,1,ve tumhare samne smen khaenge taki tum unse razi ho transgressing kintu yadi tum unse razi bhi ho ge to allah aese logo se kadapi razi n hoga jo avajnjakari hai
2205,"athva thought ek silent perception ke truth men nahin balki ek aesi speech ke truth men prakat ho sakta hai jo saty men se svaymev janm leti hai aur apne nij right ke bal par hi complete hoti hai aur apna vision aur knowledge apne hi andar dharan kiye hoti hai.
",positive,2,athva thought ek silent perception ke truth men nahin balki ek aesi speech ke truth men prakat ho sakta hai jo saty men se svaymev janm leti hai aur apne nij right ke bal par hi complete hoti hai aur apna vision aur knowledge apne hi andar dharan kiye hoti hai
2206,"bahri dikhave men organs ek jaise dikhen aur ek hi similar ka function kar rahe hon.
",neutral,1,bahri dikhave men organs ek jaise dikhen aur ek hi similar ka function kar rahe hon
2207,"bharat men anek adhikaran aur sngathan studies and surveys ka aayojan karte hain, sath hi arthavyavastha ki vividh pahluon shamil karte hue ek niymit aadhar par riport prkashit karte hain.
",positive,2,bharat men anek adhikaran aur sngathan studies and surveys ka aayojan karte hain sath hi arthavyavastha ki vividh pahluon shamil karte hue ek niymit aadhar par riport prkashit karte hain
2208,"ki peace and salutation par sampoorn peace men!
",positive,2,ki peace and salutation par sampoorn peace men
2209,"store se ek persona ko s men viphla  s
",negative,0,store se ek persona ko s men viphla s
2210,"pictures device se chhavi metadata ko sinkronaij karne ka ek plugin
",neutral,1,pictures device se chhavi metadata ko sinkronaij karne ka ek plugin
2211,"halanki vahi vah meharban khuda hai jisne tumhare lie kan aur ऑnkhen aur dil paida kiye magar tum log ho hi bahut kam shukr karne vale
",positive,2,halanki vahi vah meharban khuda hai jisne tumhare lie kan aur nkhen aur dil paida kiye magar tum log ho hi bahut kam shukr karne vale
2212,"dilli ke transportron ne ekjut ho 10 aprail ko unke khilaph dhokhadhari ke aarop ke sath sienji kit scam men unki bhoomika batate he prathmiki darj karvaee
",negative,0,dilli ke transportron ne ekjut ho aprail ko unke khilaph dhokhadhari ke aarop ke sath sienji kit scam men unki bhoomika batate he prathmiki darj karvaee
2213,"yah gross and obvious udaharan hai, parntu logon ke bich asnkhy aur sookshm karnon se anek galat phahmiyan paida ho sakti hain aur kanoon kee tarah se parnpragat raston men law can tangle
",negative,0,yah gross and obvious udaharan hai parntu logon ke bich asnkhy aur sookshm karnon se anek galat phahmiyan paida ho sakti hain aur kanoon kee tarah se parnpragat raston men law can tangle
2214,"aur un logon ka pichha karne men susti n dikhao. yadi tumhen dukh pahunchta hai to unhen bhi dukh pahunchta hai, jis tarah tumko dukh pahunchta hai. aur tum allah se us chiz ki aasha karte ho, jis chiz ki ve aasha nahin karte. allah to sab kuchh jannevala, tatvadarshi hai
",positive,2,aur un logon ka pichha karne men susti n dikhao yadi tumhen dukh pahunchta hai to unhen bhi dukh pahunchta hai jis tarah tumko dukh pahunchta hai aur tum allah se us chiz ki aasha karte ho jis chiz ki ve aasha nahin karte allah to sab kuchh jannevala tatvadarshi hai
2215,"file se hai read edit
",neutral,1,file se hai read edit
2216,"folder 0 men koee duplicate message nahin hai
",neutral,1,folder men koee duplicate message nahin hai
2217,"tamil governors of tamil ki list
",neutral,1,tamil governors of tamil ki list
2218,"aapko bagjila URL khinchna chahie sidhe jinot men bag snkhya ko bataur kari jora jata hai ise nikat koee chhota bag chihn ke sath
",negative,0,aapko bagjila url khinchna chahie sidhe jinot men bag snkhya ko bataur kari jora jata hai ise nikat koee chhota bag chihn ke sath
2219,"aapke bug report men description ki jaroorat hai  latest bug baddi men aesa nahin hona chahie
",neutral,1,aapke bug report men description ki jaroorat hai latest bug baddi men aesa nahin hona chahie
2220,"aur mere short talk ka shayad key lesson hai,
",neutral,1,aur mere short talk ka shayad key lesson hai
2221,"ummid ke mutabik density and behavior ke ootak banana
",neutral,1,ummid ke mutabik density and behavior ke ootak banana
2222,"buyer the amount aadesh ko sampann karne ke bad uske khate men jo rashi amount that remains rahi hai.
",positive,2,buyer the amount aadesh ko sampann karne ke bad uske khate men jo rashi amount that remains rahi hai
2223,"jis donga men rice bhara hota hai , other ripe plantains , kuchh sweets aur pooja-samagri bhi ingredients worship jati hai.
",positive,2,jis donga men rice bhara hota hai other ripe plantains kuchh sweets aur poojasamagri bhi ingredients worship jati hai
2224,"a ko ek spades ka pnja par move jaen
",neutral,1,a ko ek spades ka pnja par move jaen
2225,"unmen respect aur confidence ka vikas huaa.
",positive,2,unmen respect aur confidence ka vikas huaa
2226,"agar mere pas dozen darzan ke darzan ande hain -- ek darzan 12 ke barabar hota hai
",neutral,1,agar mere pas dozen darzan ke darzan ande hain ek darzan ke barabar hota hai
2227,"unke bachchon ki paravrish men poora rashtrapti bhavan unke sath children
",neutral,1,unke bachchon ki paravrish men poora rashtrapti bhavan unke sath children
2228,"parantu yog ki vastvik bhavna hi yah hai ki make the exceptional banaya jaye aur jo hamare oopar hai, hamare sadharan sv se mahattar hai use apni shashvat chetna bana liya jaye.
",positive,2,parantu yog ki vastvik bhavna hi yah hai ki make the exceptional banaya jaye aur jo hamare oopar hai hamare sadharan sv se mahattar hai use apni shashvat chetna bana liya jaye
2229,"is period men likhi remarkable ki ek advitiy stories hai supernatural laukikta.
",positive,2,is period men likhi remarkable ki ek advitiy stories hai supernatural laukikta
2230,"targets tatha unke virooddh kary quantitative ke relation men snkhyatmak anupat.
",neutral,1,targets tatha unke virooddh kary quantitative ke relation men snkhyatmak anupat
2231,"iska history iske people ke thoughts , alive , riti-rivajon aur dharmik krityon se paripoorn aur customs bana raha.
",positive,2,iska history iske people ke thoughts alive ritirivajon aur dharmik krityon se paripoorn aur customs bana raha
2232,"angrej ki aankhon eyes lit aa gee ,
",neutral,1,angrej ki aankhon eyes lit aa gee
2233,"tathapi, aaeeti vyathavsayiyon ke rising wage bill tatha global financial meltdown aaut outsourcing business processes ke lie ek variy gntavyav sthail ke roop men bharat ki sthiti ko chunauti de rahi hai.
",positive,2,tathapi aaeeti vyathavsayiyon ke rising wage bill tatha global financial meltdown aaut outsourcing business processes ke lie ek variy gntavyav sthail ke roop men bharat ki sthiti ko chunauti de rahi hai
2234,"aur vahi mornings ki ghariyon men forgiveness ki prarthna karte the
",positive,2,aur vahi mornings ki ghariyon men forgiveness ki prarthna karte the
2235,"aur able yah wall to yah do orphans young ki hai jo is town men rahte lord aur iske niche unka treasure righteous lord aur unka father theirs tha , islie mercy rab ne chaha ki ve apni yuvavastha ko pahunch lay aur apna treasure nikal len. yah mercy rab ki dayaluta ke karan huaa. mainne to apne adhikar se kuchh nahin kiya. yah hai vastvikta uski jisapar man dhairy n rakh sake.
",positive,2,aur able yah wall to yah do orphans young ki hai jo is town men rahte lord aur iske niche unka treasure righteous lord aur unka father theirs tha islie mercy rab ne chaha ki ve apni yuvavastha ko pahunch lay aur apna treasure nikal len yah mercy rab ki dayaluta ke karan huaa mainne to apne adhikar se kuchh nahin kiya yah hai vastvikta uski jisapar man dhairy n rakh sake
2236,"coconut aur iske products ke lie incentive prices pane ke measures apnana.
",positive,2,coconut aur iske products ke lie incentive prices pane ke measures apnana
2237,"vah tumhare forgive your sins kar dega aur tumhen aese bagon men dakhil karega jinke niche nahren bah rahi hogi aur un achchhe gharon men bhi jo gardens with streams honge. yahi bari saphalta hai
",positive,2,vah tumhare forgive your sins kar dega aur tumhen aese bagon men dakhil karega jinke niche nahren bah rahi hogi aur un achchhe gharon men bhi jo gardens with streams honge yahi bari saphalta hai
2238,"open 20 ya adhik hindi spelling check janchak shamil karne ke lie
",neutral,1,open ya adhik hindi spelling check janchak shamil karne ke lie
2239,"hamare aur god bich aware hi ek witness sufficient hai. hamen to tumhari bandgi ki bar tak n thi.
",positive,2,hamare aur god bich aware hi ek witness sufficient hai hamen to tumhari bandgi ki bar tak n thi
2240,"shayad tum janti hogi ki generality people extraordinary ideas , extraordinary actions aur extraordinary high ko kis name se jante hain.
",neutral,1,shayad tum janti hogi ki generality people extraordinary ideas extraordinary actions aur extraordinary high ko kis name se jante hain
2241,"jo created by things chij ke karan hota hai,
",positive,2,jo created by things chij ke karan hota hai
2242,"vah prakriya jiske dvara amoniya ko naitraitis evn tatpashchat naitrets men parivartit kiya jata hai
",neutral,1,vah prakriya jiske dvara amoniya ko naitraitis evn tatpashchat naitrets men parivartit kiya jata hai
2243,"abhi hal men yah fury men none hai ki millions yuddh virodhi antiwar ne saddam husain ke virooddh ek bhi word nahin kaha aur n hi unke regime men pirit hatya ke shikar hue logon ke prti ek bhi sympathy ka word nikala. iske bajay unhonne ameriki president aur iota ke minister ke virooddh aakrosh pradarshit kiya.
",negative,0,abhi hal men yah fury men none hai ki millions yuddh virodhi antiwar ne saddam husain ke virooddh ek bhi word nahin kaha aur n hi unke regime men pirit hatya ke shikar hue logon ke prti ek bhi sympathy ka word nikala iske bajay unhonne ameriki president aur iota ke minister ke virooddh aakrosh pradarshit kiya
2244,"choose ki kaun si service to edit haia C
",neutral,1,choose ki kaun si service to edit haia c
2245,"agar hamen anuvad karna ho to ham kahenge ki soory ka rng lohit tha.
",neutral,1,agar hamen anuvad karna ho to ham kahenge ki soory ka rng lohit tha
2246,"stages of development avastha men ek organism
",neutral,1,stages of development avastha men ek organism
2247,"25 ki rat ke bad good se kabhi so n sake.
",negative,0,ki rat ke bad good se kabhi so n sake
2248,"kuchh vyaktiyon ke virooddh udisa maintens aanph pablik aanrdar ekt-1948 ke adhin kanooni karrvaee ki gee thi, aur aesa lagta hai ki in bhootpoorv rajaon ke, khas taur par kalahandi ke raja ke, protsahan aur aarthik sahayta se ye log us karar ki kasauti karne ke lie haeekort tak gaye hain, jo aage ki kanooni karrvaee ke mool men hain.
",positive,2,kuchh vyaktiyon ke virooddh udisa maintens aanph pablik aanrdar ekt ke adhin kanooni karrvaee ki gee thi aur aesa lagta hai ki in bhootpoorv rajaon ke khas taur par kalahandi ke raja ke protsahan aur aarthik sahayta se ye log us karar ki kasauti karne ke lie haeekort tak gaye hain jo aage ki kanooni karrvaee ke mool men hain
2249,"error : object path nirdisht nahin hai
",negative,0,error object path nirdisht nahin hai
2250,"ae rasool kya tumne un logon ke hal par nazar nahin ki jo aap bare muddas bante hain magar usse kya hota hai balki uda jise chahta hai muddas banata hai aur zulm to kisi par dhage ke barabar ho hi ga nahin
",positive,2,ae rasool kya tumne un logon ke hal par nazar nahin ki jo aap bare muddas bante hain magar usse kya hota hai balki uda jise chahta hai muddas banata hai aur zulm to kisi par dhage ke barabar ho hi ga nahin
2251,"vah sector that includes ki vah samast aabadi jo apni ichchhaon aur aavashyaktaon ki poorti men snlagn ho shamil hoti ho.
",positive,2,vah sector that includes ki vah samast aabadi jo apni ichchhaon aur aavashyaktaon ki poorti men snlagn ho shamil hoti ho
2252,"tonight  ek year poora ho jaega.
",neutral,1,tonight ek year poora ho jaega
2253,"f ka ph bara hai aa se
",positive,2,f ka ph bara hai aa se
2254,"punctuation chihn level sabse karne ke lie nirdharit kiya hai
",neutral,1,punctuation chihn level sabse karne ke lie nirdharit kiya hai
2255,"market dar jaldi niche ja rahe hain.
",neutral,1,market dar jaldi niche ja rahe hain
2256,"aur aap vain ke ek glass ke sath aaram se apne feet oopar kar ke baithte hain
",neutral,1,aur aap vain ke ek glass ke sath aaram se apne feet oopar kar ke baithte hain
2257,"hamne aakash aur dharti ko aur jo kuchh unke bich hai, vyarth nahin paida kiya. yah to un logon ka guman hai jinhonne inkar kiya. ata aag men jhonke jane ke karan inkar karnevalon ki bari durgti hai
",negative,0,hamne aakash aur dharti ko aur jo kuchh unke bich hai vyarth nahin paida kiya yah to un logon ka guman hai jinhonne inkar kiya ata aag men jhonke jane ke karan inkar karnevalon ki bari durgti hai
2258,"dinabhar ke lie di jane vali amount of wage
",neutral,1,dinabhar ke lie di jane vali amount of wage
2259,"parantu harishchandra ka aagrah tha ki yadi unhen aadh hour ka bhi samay diya jae to vah use yad kar lenge.
",neutral,1,parantu harishchandra ka aagrah tha ki yadi unhen aadh hour ka bhi samay diya jae to vah use yad kar lenge
2260,"kalpana ji space men urne vali first bharat men janmi woman thin aur space men urane vali indian origin ki doosri person thin.
",neutral,1,kalpana ji space men urne vali first bharat men janmi woman thin aur space men urane vali indian origin ki doosri person thin
2261,"right ke seat par president baithta hai , uske dayen speaker sabha ka chairman aur left lok sabha ka adhyaksh.
",neutral,1,right ke seat par president baithta hai uske dayen speaker sabha ka chairman aur left lok sabha ka adhyaksh
2262,"females and males donon men mooladhar se niche muscle present
",neutral,1,females and males donon men mooladhar se niche muscle present
2263,"usmen lot gee bahut si material ऎsi hai jo pahle se hi maujood thi ,
",neutral,1,usmen lot gee bahut si material si hai jo pahle se hi maujood thi
2264,"india ke niyntrak-mhalekhaprikshak ke bare men provisions
",neutral,1,india ke niyntrakmhalekhaprikshak ke bare men provisions
2265,"aap abhi WiMAX network se kanekted hain
",neutral,1,aap abhi wimax network se kanekted hain
2266,"agar aap uske nirnay se sntusht nahin hai, to chahen to knsilietar ko poochh-tachh ke natijon ko lekar aap kanooni karyvahi shuroo kar sakte hain.
",negative,0,agar aap uske nirnay se sntusht nahin hai to chahen to knsilietar ko poochhtachh ke natijon ko lekar aap kanooni karyvahi shuroo kar sakte hain
2267,"iski tip toothed and sharply huk vali hoti hai
",neutral,1,iski tip toothed and sharply huk vali hoti hai
2268,"ye outer circle shows raha hai ki kin savalon par unhonne dhyan diya.
",positive,2,ye outer circle shows raha hai ki kin savalon par unhonne dhyan diya
2269,"aur ye run forever rahe , kyonki ye mujh jaise people ko jivika deti hai
",positive,2,aur ye run forever rahe kyonki ye mujh jaise people ko jivika deti hai
2270,"body ke sabhi part par application of mud
",neutral,1,body ke sabhi part par application of mud
2271,"to same is ek hi statement puna bana sakte hain.
",neutral,1,to same is ek hi statement puna bana sakte hain
2272,"to phir tumhen in boy sari books ki kya jaroorat hai
",positive,2,to phir tumhen in boy sari books ki kya jaroorat hai
2273,"anshta krmit set , set ke elements ke sequencing tatha prbndhan ka ek intuitive siddhant hota hai.
",neutral,1,anshta krmit set set ke elements ke sequencing tatha prbndhan ka ek intuitive siddhant hota hai
2274,"eeneph fixation sabhi industry rates par duty drabaikshulk drawback ka nirdharantarminal excise shulk ki drawback ka dava karne ke lie
",neutral,1,eeneph fixation sabhi industry rates par duty drabaikshulk drawback ka nirdharantarminal excise shulk ki drawback ka dava karne ke lie
2275,"backward vargon ka commission bilkul beginning se hi vivadon se conspiracy raha.
",negative,0,backward vargon ka commission bilkul beginning se hi vivadon se conspiracy raha
2276,"jo kuchh kamaya vah ya to urdu par nichhavar kar diya ya doston aur shargidon par kharch kar put
",neutral,1,jo kuchh kamaya vah ya to urdu par nichhavar kar diya ya doston aur shargidon par kharch kar put
2277,"yah essentially roop se earth tha. jahir hai, earth got changed gaya
",neutral,1,yah essentially roop se earth tha jahir hai earth got changed gaya
2278,"bam making ke nuse search karta.
",neutral,1,bam making ke nuse search karta
2279,"jo log unse pahle guzar ge unhonne bhi denied ko jhuthlaya to un par azab is tarah aa pahuncha ki unhen bar bhi n huee
",negative,0,jo log unse pahle guzar ge unhonne bhi denied ko jhuthlaya to un par azab is tarah aa pahuncha ki unhen bar bhi n huee
2280,"S35 : yah material tatha iske martban ko safe tarike se phenka jana chahiePlease take the official container ! You find them here : http :  europa  eu  inteur-lexlexLexUriServLexUriServ  do  uri  CELEX : 32001L0059 : EN : HTML
",positive,2,s yah material tatha iske martban ko safe tarike se phenka jana chahieplease take the official container you find them here http europa eu inteurlexlexlexuriservlexuriserv do uri celex l en html
2281,"surdas ke bare men acharya ramchandra sukal ne eyes hai- parental ke field men jitna much uddhatan soor ne apni close aankhon se kiya itna kisi or poet ne nahin.
",positive,2,surdas ke bare men acharya ramchandra sukal ne eyes hai parental ke field men jitna much uddhatan soor ne apni close aankhon se kiya itna kisi or poet ne nahin
2282,"promise ke apne part ka nishpanadan karne ke pashchamat kshtipoortikarta third favour ke virooddh koee adhikar shesh nahin rahte tatha vah third favour par tabhi mukadma indemnifier sakta hai jab uske paksh men koee assignment ho.
",positive,2,promise ke apne part ka nishpanadan karne ke pashchamat kshtipoortikarta third favour ke virooddh koee adhikar shesh nahin rahte tatha vah third favour par tabhi mukadma indemnifier sakta hai jab uske paksh men koee assignment ho
2283,"balki ye course to ye kahte hain ki hamne apne parents dadaon ko ek tarike par paya aur ham unko footsteps b footsteps thik raste par chale ja rahen hain
",neutral,1,balki ye course to ye kahte hain ki hamne apne parents dadaon ko ek tarike par paya aur ham unko footsteps b footsteps thik raste par chale ja rahen hain
2284,"yah firm ke expenses aur earnings tatha sath hi iske debits aur jama ki amount ko bhi darshata hai.
",positive,2,yah firm ke expenses aur earnings tatha sath hi iske debits aur jama ki amount ko bhi darshata hai
2285,"build nahin adhishthapit karen target
",neutral,1,build nahin adhishthapit karen target
2286,"agar hamen anuvad karna ho to reddish kahenge ki sun ka colour lohit tha.
",neutral,1,agar hamen anuvad karna ho to reddish kahenge ki sun ka colour lohit tha
2287,"aur make you understand ki illiyin kya hai vah ek likha huaa dafatar hai
",neutral,1,aur make you understand ki illiyin kya hai vah ek likha huaa dafatar hai
2288,"social ke sab se niche vale varg ke children ki road accidents men maut hone ka khatra sab se lowest varg vale children se panch times adhik hai.
",negative,0,social ke sab se niche vale varg ke children ki road accidents men maut hone ka khatra sab se lowest varg vale children se panch times adhik hai
2289,"download in progress hai kya aap is kary ko sahejna chahte hain
",positive,2,download in progress hai kya aap is kary ko sahejna chahte hain
2290,"i bhi is programme ki success men kaphi doubts own
",positive,2,i bhi is programme ki success men kaphi doubts own
2291,"janch len ki vartni correct hai aur aapke proxy settings correct hain
",neutral,1,janch len ki vartni correct hai aur aapke proxy settings correct hain
2292,"yah such nation ke nav nirman ki drishti se good nahin hai.
",negative,0,yah such nation ke nav nirman ki drishti se good nahin hai
2293,"9  vah person , jiski custody se kori account books ya other documents updhara  1  ya updhara  1k  ke adhin abhigrihit kie jate hain , unki copies ya unse uddharan authorised officer ya us nimitt uske dvara sashakt kisi other person ki presence men aese place aur time par jo authorised officer is nimitt niyat karen le sakega.
",neutral,1,vah person jiski custody se kori account books ya other documents updhara ya updhara k ke adhin abhigrihit kie jate hain unki copies ya unse uddharan authorised officer ya us nimitt uske dvara sashakt kisi other person ki presence men aese place aur time par jo authorised officer is nimitt niyat karen le sakega
2294,"partially ordered set, samuchchay ke tatvon ke anukraman tatha prbndhan ka ek intuitive concept hota hai.
",neutral,1,partially ordered set samuchchay ke tatvon ke anukraman tatha prbndhan ka ek intuitive concept hota hai
2295,"children ko opv 5 years ki age tak diya ja sakta hai
",neutral,1,children ko opv years ki age tak diya ja sakta hai
2296,"bhale hi yah poem unki samagr collected men snklit hone se rah gee thi , to bhi apni pahli appearance se uski reputation sthapit karne men sahayta mili thi
",positive,2,bhale hi yah poem unki samagr collected men snklit hone se rah gee thi to bhi apni pahli appearance se uski reputation sthapit karne men sahayta mili thi
2297,"ek person jo doosron ko service prdan karta hai.
",neutral,1,ek person jo doosron ko service prdan karta hai
2298,"unhen unke bapon ka beta karakar pukaro. allah ke yahan yahi adhik nyaysngat bat hai. aur yadi tum unke bapon ko n jante ho, to dharm men ve tumhare bhaee to hai hi aur tumhare sahachar bhi. is silsile men tumse jo lti huee ho usmen tumapar koee gunah nahin, kintu jiska snkalp tumhare dilon ne kar liya, uski bat aur hai. vastav men allah atyant kshmashil, dayavan hai
",positive,2,unhen unke bapon ka beta karakar pukaro allah ke yahan yahi adhik nyaysngat bat hai aur yadi tum unke bapon ko n jante ho to dharm men ve tumhare bhaee to hai hi aur tumhare sahachar bhi is silsile men tumse jo lti huee ho usmen tumapar koee gunah nahin kintu jiska snkalp tumhare dilon ne kar liya uski bat aur hai vastav men allah atyant kshmashil dayavan hai
2299,"panorama men ek ya more images joren
",neutral,1,panorama men ek ya more images joren
2300,"vanaspiti prkar ke pnjikaran hetu aavedan prajanak athva uske adhinyassi dvara nirdharit shulko ke sath nirdharit prapatr men prkar ke nam, paitrik prkar ka srot, athva pnjikrit kie jane vale prkar ke vikas men pryuktath prkar ka nam, prkar ke vaishishtye, ankan evn bhaugolik sthakan ko darshati aavashy k visheshtaon evn davon jaise vivarnon sahit pradhikar ko di ja sakti hai.
",positive,2,vanaspiti prkar ke pnjikaran hetu aavedan prajanak athva uske adhinyassi dvara nirdharit shulko ke sath nirdharit prapatr men prkar ke nam paitrik prkar ka srot athva pnjikrit kie jane vale prkar ke vikas men pryuktath prkar ka nam prkar ke vaishishtye ankan evn bhaugolik sthakan ko darshati aavashy k visheshtaon evn davon jaise vivarnon sahit pradhikar ko di ja sakti hai
2301,"i to yainan tumhara trustworthy paimbar hoon to uda se daro
",positive,2,i to yainan tumhara trustworthy paimbar hoon to uda se daro
2302,"use ek unregistered aboard ke phalak par giraphtar kiya gaya
",negative,0,use ek unregistered aboard ke phalak par giraphtar kiya gaya
2303,"aur jo apni true aur apne ehad ka lihaz rakhte hain
",positive,2,aur jo apni true aur apne ehad ka lihaz rakhte hain
2304,"kuchh log snbhavta sunghni lene ke lie koee anjani jagah bhi chun sakte hain , jisse tre aur ba sakte hain
",negative,0,kuchh log snbhavta sunghni lene ke lie koee anjani jagah bhi chun sakte hain jisse tre aur ba sakte hain
2305,"ek vyakti jo doosron ko service prdan karta hai.
",neutral,1,ek vyakti jo doosron ko service prdan karta hai
2306,"banking system ki is mazbooti ne ke bahar se investment ko bhi bahut attracted kiya hai.
",positive,2,banking system ki is mazbooti ne ke bahar se investment ko bhi bahut attracted kiya hai
2307,"jab tak aap yah anubhooti nahin karte hain ki sara world manifestation of divinity hai , jab tak aap apne bhitar yah anubhav nahin karte hain ki yah snsar jise aap apne charon aur dekhte hain , aur yah country , jismen aap rahte hain , manifestation of divinity hai , tab tak ye sabhi avastvik hain
",positive,2,jab tak aap yah anubhooti nahin karte hain ki sara world manifestation of divinity hai jab tak aap apne bhitar yah anubhav nahin karte hain ki yah snsar jise aap apne charon aur dekhte hain aur yah country jismen aap rahte hain manifestation of divinity hai tab tak ye sabhi avastvik hain
2308,"iska answer satish ke mind men ready tha.
",positive,2,iska answer satish ke mind men ready tha
2309,"allah  uda ke messenger jo pak aura pate hain  scrolls aur
",neutral,1,allah uda ke messenger jo pak aura pate hain scrolls aur
2310,"partial file 1 ka nam badal nahin sakta check permissions janchen
",positive,2,partial file ka nam badal nahin sakta check permissions janchen
2311,"body ke s prishth ३९ par hain  kee sthanon par parking sthan , visheshakar , un karon ke liye rizarv rakhe gaye hain jo apne zones par orange badge ka pragarshan karte hain , aur aap simit samay ke liye un sthanon par bhi rook sakte hain , praya jahan park karne ki anumti nahin hain.
",neutral,1,body ke s prishth par hain kee sthanon par parking sthan visheshakar un karon ke liye rizarv rakhe gaye hain jo apne zones par orange badge ka pragarshan karte hain aur aap simit samay ke liye un sthanon par bhi rook sakte hain praya jahan park karne ki anumti nahin hain
2312,"lid-aaut likhne men kuchh time lead sakta hai
",neutral,1,lidaaut likhne men kuchh time lead sakta hai
2313,"57  sam sand ke tile man ko nature ka sarvottam gift hai.
",positive,2,sam sand ke tile man ko nature ka sarvottam gift hai
2314,"ek leading agency ke roop men yoonesko sabhi international initiatives ko sabke lie shiksha ke lakshy ko pane ki or prvrit evn ekjut kar rahi hai.
",neutral,1,ek leading agency ke roop men yoonesko sabhi international initiatives ko sabke lie shiksha ke lakshy ko pane ki or prvrit evn ekjut kar rahi hai
2315,"du dx ki kojya x ke lie barabar hai.
",negative,0,du dx ki kojya x ke lie barabar hai
